names,klass,batch
image (1708).JPG,Peach___Bacterial_spot,batch_0007
image (1066).JPG,Apple___healthy,batch_0007
image (456).JPG,Tomato___Target_Spot,batch_0007
image (914).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (248).JPG,Apple___Black_rot,batch_0007
image (942).JPG,Tomato___healthy,batch_0007
image (868).JPG,Peach___Bacterial_spot,batch_0007
image (3466).JPG,Soybean___healthy,batch_0007
image (2819).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (2131).JPG,Peach___Bacterial_spot,batch_0007
image (1743).JPG,Tomato___Late_blight,batch_0007
image (827).JPG,Tomato___Leaf_Mold,batch_0007
image (4557).JPG,Soybean___healthy,batch_0007
image (79).JPG,Tomato___Leaf_Mold,batch_0007
image (3223).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1546).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (305).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0007
image (1078).JPG,Strawberry___Leaf_scorch,batch_0007
image (88).JPG,Blueberry___healthy,batch_0007
image (566).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (565).JPG,Peach___Bacterial_spot,batch_0007
image (289).JPG,Grape___Esca_(Black_Measles),batch_0007
image (1565).JPG,Tomato___Late_blight,batch_0007
image (3062).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (571).JPG,Soybean___healthy,batch_0007
image (1067).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (831).JPG,Tomato___Leaf_Mold,batch_0007
image (4526).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (156).JPG,Tomato___Early_blight,batch_0007
image (133).JPG,"Pepper,_bell___Bacterial_spot",batch_0007
image (47).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1179).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (2119).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (71).JPG,Tomato___Target_Spot,batch_0007
image (2128).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (945).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1931).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (360).JPG,Blueberry___healthy,batch_0007
image (1083).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (3322).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1062).JPG,"Pepper,_bell___healthy",batch_0007
image (994).JPG,Grape___Black_rot,batch_0007
image (1339).JPG,"Pepper,_bell___healthy",batch_0007
image (1279).JPG,Tomato___Late_blight,batch_0007
image (122).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (386).JPG,Grape___Black_rot,batch_0007
image (7).JPG,Tomato___Late_blight,batch_0007
image (568).JPG,Squash___Powdery_mildew,batch_0007
image (1818).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (9).JPG,Apple___Black_rot,batch_0007
image (228).jpg,Background_without_leaves,batch_0007
image (646).JPG,Cherry___Powdery_mildew,batch_0007
image (1336).JPG,Blueberry___healthy,batch_0007
image (1443).JPG,Blueberry___healthy,batch_0007
image (103).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1053).JPG,Tomato___healthy,batch_0007
image (1234).JPG,Tomato___Target_Spot,batch_0007
image (745).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (55).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0007
image (484).jpg,Corn___healthy,batch_0007
image (2013).JPG,Peach___Bacterial_spot,batch_0007
image (1478).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (4620).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (403).JPG,Strawberry___Leaf_scorch,batch_0007
image (519).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (3144).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (511).JPG,Tomato___Bacterial_spot,batch_0007
image (2883).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (70).JPG,Tomato___Early_blight,batch_0007
image (5188).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1289).JPG,"Pepper,_bell___healthy",batch_0007
image (3324).JPG,Soybean___healthy,batch_0007
image (422).JPG,Soybean___healthy,batch_0007
image (260).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (355).JPG,Grape___healthy,batch_0007
image (816).JPG,Tomato___Leaf_Mold,batch_0007
image (1850).JPG,Tomato___Bacterial_spot,batch_0007
image (448).JPG,Apple___Black_rot,batch_0007
image (233).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (4762).JPG,Soybean___healthy,batch_0007
image (124).JPG,Tomato___Leaf_Mold,batch_0007
image (345).JPG,Tomato___Tomato_mosaic_virus,batch_0007
image (705).JPG,Tomato___Bacterial_spot,batch_0007
image (193).JPG,Blueberry___healthy,batch_0007
image (601).JPG,Tomato___Leaf_Mold,batch_0007
image (209).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (636).JPG,Apple___healthy,batch_0007
image (238).JPG,Tomato___Leaf_Mold,batch_0007
image (1807).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1276).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (1226).JPG,Grape___Esca_(Black_Measles),batch_0007
image (536).jpg,Corn___Northern_Leaf_Blight,batch_0007
image (2824).JPG,Soybean___healthy,batch_0007
image (1330).JPG,Squash___Powdery_mildew,batch_0007
image (679).JPG,Corn___Common_rust,batch_0007
image (856).jpg,Background_without_leaves,batch_0007
image (271).JPG,Apple___Apple_scab,batch_0007
image (1109).JPG,Grape___Esca_(Black_Measles),batch_0007
image (180).JPG,Apple___Cedar_apple_rust,batch_0007
image (112).JPG,Raspberry___healthy,batch_0007
image (4934).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (4143).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (501).JPG,Apple___Black_rot,batch_0007
image (293).JPG,Peach___healthy,batch_0007
image (643).JPG,Tomato___Leaf_Mold,batch_0007
image (1350).JPG,Soybean___healthy,batch_0007
image (4042).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (2653).JPG,Soybean___healthy,batch_0007
image (1411).JPG,Blueberry___healthy,batch_0007
image (16).JPG,Potato___Late_blight,batch_0007
image (650).JPG,Grape___Black_rot,batch_0007
image (10).JPG,Corn___Common_rust,batch_0007
image (1226).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (764).JPG,Tomato___Late_blight,batch_0007
image (4020).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1675).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (4626).JPG,Soybean___healthy,batch_0007
image (2492).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (2227).JPG,Soybean___healthy,batch_0007
image (153).JPG,Apple___Cedar_apple_rust,batch_0007
image (7).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0007
image (647).JPG,Tomato___Leaf_Mold,batch_0007
image (694).JPG,Corn___Common_rust,batch_0007
image (139).JPG,Potato___healthy,batch_0007
image (246).JPG,Tomato___Tomato_mosaic_virus,batch_0007
image (597).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0007
image (639).JPG,Grape___Esca_(Black_Measles),batch_0007
image (724).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (4432).JPG,Soybean___healthy,batch_0007
image (204).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (1267).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (37).JPG,Tomato___Leaf_Mold,batch_0007
image (31).JPG,Potato___Late_blight,batch_0007
image (1054).JPG,"Pepper,_bell___healthy",batch_0007
image (170).JPG,Grape___Esca_(Black_Measles),batch_0007
image (552).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0007
image (361).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0007
image (287).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (1130).JPG,Tomato___Bacterial_spot,batch_0007
image (433).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (500).JPG,Apple___Black_rot,batch_0007
image (897).jpg,Background_without_leaves,batch_0007
image (604).JPG,Blueberry___healthy,batch_0007
image (159).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (1293).JPG,Apple___healthy,batch_0007
image (84).JPG,Apple___Cedar_apple_rust,batch_0007
image (89).JPG,Strawberry___Leaf_scorch,batch_0007
image (4360).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (270).JPG,Apple___Black_rot,batch_0007
image (4481).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1497).JPG,Soybean___healthy,batch_0007
image (4165).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (4256).JPG,Soybean___healthy,batch_0007
image (2337).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1402).JPG,Soybean___healthy,batch_0007
image (751).JPG,Tomato___Target_Spot,batch_0007
image (490).JPG,Tomato___Late_blight,batch_0007
image (516).JPG,Squash___Powdery_mildew,batch_0007
image (18).JPG,Grape___Black_rot,batch_0007
image (203).JPG,"Pepper,_bell___healthy",batch_0007
image (257).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0007
image (290).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (483).JPG,"Pepper,_bell___healthy",batch_0007
image (440).JPG,"Pepper,_bell___healthy",batch_0007
image (1039).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0007
image (3061).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (689).JPG,Apple___healthy,batch_0007
image (267).JPG,Apple___healthy,batch_0007
image (892).JPG,Grape___Black_rot,batch_0007
image (449).JPG,Squash___Powdery_mildew,batch_0007
image (1061).JPG,Tomato___Late_blight,batch_0007
image (1337).JPG,Squash___Powdery_mildew,batch_0007
image (4983).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (366).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (1646).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (526).JPG,Apple___Black_rot,batch_0007
image (958).JPG,"Pepper,_bell___healthy",batch_0007
image (4508).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1094).JPG,Grape___Esca_(Black_Measles),batch_0007
image (3262).JPG,Soybean___healthy,batch_0007
image (1361).JPG,"Pepper,_bell___healthy",batch_0007
image (2001).JPG,Tomato___Bacterial_spot,batch_0007
image (111).JPG,Peach___Bacterial_spot,batch_0007
image (1053).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (82).JPG,Grape___Esca_(Black_Measles),batch_0007
image (638).JPG,Blueberry___healthy,batch_0007
image (91).JPG,Apple___Cedar_apple_rust,batch_0007
image (999).JPG,Potato___Early_blight,batch_0007
image (3466).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (98).JPG,Soybean___healthy,batch_0007
image (486).JPG,Tomato___Leaf_Mold,batch_0007
image (5002).JPG,Soybean___healthy,batch_0007
image (591).JPG,Peach___Bacterial_spot,batch_0007
image (261).JPG,Tomato___Target_Spot,batch_0007
image (92).JPG,"Pepper,_bell___Bacterial_spot",batch_0007
image (718).JPG,Peach___Bacterial_spot,batch_0007
image (720).JPG,Tomato___Early_blight,batch_0007
image (343).JPG,Apple___healthy,batch_0007
image (445).JPG,"Pepper,_bell___Bacterial_spot",batch_0007
image (361).JPG,Cherry___healthy,batch_0007
image (192).JPG,Apple___healthy,batch_0007
image (5232).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1266).JPG,Tomato___Bacterial_spot,batch_0007
image (1550).JPG,Soybean___healthy,batch_0007
image (3728).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1281).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (768).JPG,Apple___healthy,batch_0007
image (174).JPG,Apple___Apple_scab,batch_0007
image (4215).JPG,Soybean___healthy,batch_0007
image (415).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (839).JPG,Squash___Powdery_mildew,batch_0007
image (203).JPG,Apple___Black_rot,batch_0007
image (29).JPG,Apple___Apple_scab,batch_0007
image (1646).JPG,Squash___Powdery_mildew,batch_0007
image (107).JPG,Tomato___healthy,batch_0007
image (795).JPG,Strawberry___Leaf_scorch,batch_0007
image (1462).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (447).JPG,Soybean___healthy,batch_0007
image (1440).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (1522).JPG,Tomato___Bacterial_spot,batch_0007
image (365).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (1404).JPG,Squash___Powdery_mildew,batch_0007
image (557).JPG,Blueberry___healthy,batch_0007
image (1616).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (1022).JPG,Tomato___Late_blight,batch_0007
image (39).JPG,Grape___Black_rot,batch_0007
image (406).JPG,Blueberry___healthy,batch_0007
image (811).JPG,Strawberry___Leaf_scorch,batch_0007
image (1122).JPG,Tomato___Late_blight,batch_0007
image (170).JPG,Apple___Black_rot,batch_0007
image (851).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (262).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (650).JPG,Blueberry___healthy,batch_0007
image (1031).JPG,Cherry___Powdery_mildew,batch_0007
image (30).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (73).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (2337).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (2597).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (461).JPG,"Pepper,_bell___Bacterial_spot",batch_0007
image (1176).JPG,Grape___Esca_(Black_Measles),batch_0007
image (414).JPG,Soybean___healthy,batch_0007
image (438).JPG,Strawberry___Leaf_scorch,batch_0007
image (137).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (511).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1116).JPG,Soybean___healthy,batch_0007
image (4540).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (885).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (785).JPG,Tomato___Bacterial_spot,batch_0007
image (1220).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (1181).JPG,Tomato___healthy,batch_0007
image (60).JPG,Grape___healthy,batch_0007
image (222).JPG,Blueberry___healthy,batch_0007
image (3892).JPG,Soybean___healthy,batch_0007
image (684).jpg,Background_without_leaves,batch_0007
image (1101).JPG,Soybean___healthy,batch_0007
image (816).JPG,Peach___Bacterial_spot,batch_0007
image (564).JPG,Peach___Bacterial_spot,batch_0007
image (922).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (931).JPG,Tomato___Bacterial_spot,batch_0007
image (178).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (539).JPG,Tomato___Bacterial_spot,batch_0007
image (487).JPG,Potato___Late_blight,batch_0007
image (813).JPG,Blueberry___healthy,batch_0007
image (1685).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1064).JPG,Strawberry___Leaf_scorch,batch_0007
image (1453).JPG,Apple___healthy,batch_0007
image (2876).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (174).JPG,Raspberry___healthy,batch_0007
image (92).JPG,Apple___healthy,batch_0007
image (1003).JPG,Grape___Esca_(Black_Measles),batch_0007
image (779).JPG,Corn___Common_rust,batch_0007
image (924).JPG,Grape___Esca_(Black_Measles),batch_0007
image (401).JPG,Apple___healthy,batch_0007
image (1874).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (167).JPG,Potato___Early_blight,batch_0007
image (805).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0007
image (1665).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (902).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (510).JPG,Tomato___healthy,batch_0007
image (838).JPG,Squash___Powdery_mildew,batch_0007
image (1748).JPG,Soybean___healthy,batch_0007
image (96).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (157).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (303).jpg,Corn___healthy,batch_0007
image (4285).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1031).JPG,"Pepper,_bell___healthy",batch_0007
image (3729).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (660).JPG,Tomato___Target_Spot,batch_0007
image (716).JPG,Apple___healthy,batch_0007
image (1056).jpg,Corn___healthy,batch_0007
image (603).JPG,Apple___Black_rot,batch_0007
image (1315).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (1133).JPG,Apple___healthy,batch_0007
image (862).JPG,Tomato___healthy,batch_0007
image (1698).JPG,Tomato___Bacterial_spot,batch_0007
image (2802).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1068).JPG,Squash___Powdery_mildew,batch_0007
image (355).JPG,Apple___Black_rot,batch_0007
image (269).JPG,Grape___Esca_(Black_Measles),batch_0007
image (1131).JPG,Grape___Esca_(Black_Measles),batch_0007
image (142).JPG,Potato___healthy,batch_0007
image (4034).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (620).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (4164).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (190).JPG,Raspberry___healthy,batch_0007
image (399).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0007
image (559).JPG,"Pepper,_bell___Bacterial_spot",batch_0007
image (671).JPG,"Pepper,_bell___Bacterial_spot",batch_0007
image (475).JPG,Strawberry___Leaf_scorch,batch_0007
image (1876).JPG,Peach___Bacterial_spot,batch_0007
image (528).JPG,Tomato___Leaf_Mold,batch_0007
image (2690).JPG,Soybean___healthy,batch_0007
image (2784).JPG,Soybean___healthy,batch_0007
image (990).JPG,Tomato___Bacterial_spot,batch_0007
image (1466).JPG,Apple___healthy,batch_0007
image (728).jpg,Background_without_leaves,batch_0007
image (185).JPG,Apple___Cedar_apple_rust,batch_0007
image (1116).JPG,Grape___Black_rot,batch_0007
image (322).JPG,"Pepper,_bell___Bacterial_spot",batch_0007
image (4132).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (110).JPG,Apple___Black_rot,batch_0007
image (906).JPG,Squash___Powdery_mildew,batch_0007
image (839).jpg,Corn___healthy,batch_0007
image (1164).JPG,Grape___Black_rot,batch_0007
image (30).JPG,Tomato___healthy,batch_0007
image (822).JPG,Strawberry___Leaf_scorch,batch_0007
image (354).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0007
image (360).JPG,Tomato___Bacterial_spot,batch_0007
image (1973).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (2101).JPG,Soybean___healthy,batch_0007
image (4058).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (69).JPG,Tomato___Leaf_Mold,batch_0007
image (363).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0007
image (1770).JPG,Tomato___Late_blight,batch_0007
image (502).JPG,Cherry___Powdery_mildew,batch_0007
image (30).JPG,Tomato___Late_blight,batch_0007
image (704).JPG,Apple___healthy,batch_0007
image (1435).JPG,Blueberry___healthy,batch_0007
image (1752).JPG,Squash___Powdery_mildew,batch_0007
image (413).JPG,Apple___healthy,batch_0007
image (324).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (129).JPG,Apple___healthy,batch_0007
image (1263).JPG,Tomato___Late_blight,batch_0007
image (376).JPG,Strawberry___Leaf_scorch,batch_0007
image (253).JPG,Apple___Black_rot,batch_0007
image (2976).JPG,Soybean___healthy,batch_0007
image (190).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (338).JPG,Peach___Bacterial_spot,batch_0007
image (1363).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (772).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (665).JPG,Apple___healthy,batch_0007
image (146).JPG,"Pepper,_bell___healthy",batch_0007
image (281).jpg,Corn___healthy,batch_0007
image (103).jpg,Background_without_leaves,batch_0007
image (146).JPG,Apple___Black_rot,batch_0007
image (383).JPG,Grape___Esca_(Black_Measles),batch_0007
image (891).JPG,Tomato___Leaf_Mold,batch_0007
image (27).JPG,Tomato___Leaf_Mold,batch_0007
image (4434).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1379).JPG,Tomato___healthy,batch_0007
image (1552).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1955).JPG,Tomato___Bacterial_spot,batch_0007
image (57).JPG,Tomato___healthy,batch_0007
image (905).jpg,Background_without_leaves,batch_0007
image (594).JPG,Squash___Powdery_mildew,batch_0007
image (5136).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1142).JPG,"Pepper,_bell___healthy",batch_0007
image (774).JPG,Soybean___healthy,batch_0007
image (1302).JPG,Soybean___healthy,batch_0007
image (18).JPG,Tomato___Bacterial_spot,batch_0007
image (641).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (29).JPG,Tomato___Leaf_Mold,batch_0007
image (415).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (407).JPG,Cherry___healthy,batch_0007
image (168).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (148).JPG,Apple___healthy,batch_0007
image (773).JPG,Tomato___Leaf_Mold,batch_0007
image (4031).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (387).JPG,Strawberry___healthy,batch_0007
image (774).JPG,Tomato___Bacterial_spot,batch_0007
image (427).JPG,Tomato___Late_blight,batch_0007
image (323).JPG,Tomato___Leaf_Mold,batch_0007
image (2579).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (1409).JPG,Tomato___healthy,batch_0007
image (1912).JPG,Tomato___Bacterial_spot,batch_0007
image (706).jpg,Background_without_leaves,batch_0007
image (3069).JPG,Soybean___healthy,batch_0007
image (191).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (896).JPG,Apple___healthy,batch_0007
image (272).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0007
image (5367).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (1091).JPG,"Pepper,_bell___healthy",batch_0007
image (2436).JPG,Soybean___healthy,batch_0007
image (304).jpg,Corn___healthy,batch_0007
image (141).JPG,Grape___Black_rot,batch_0007
image (1507).jpg,Tomato___Late_blight,batch_0007
image (1).JPG,Tomato___Late_blight,batch_0007
image (4671).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (11).JPG,Peach___Bacterial_spot,batch_0007
image (1329).JPG,Tomato___healthy,batch_0007
image (339).JPG,Apple___Black_rot,batch_0007
image (682).JPG,Tomato___healthy,batch_0007
image (145).JPG,Tomato___Late_blight,batch_0007
image (883).JPG,Tomato___Leaf_Mold,batch_0007
image (291).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (165).JPG,Grape___Esca_(Black_Measles),batch_0007
image (563).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (5318).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (2221).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (644).JPG,Tomato___Leaf_Mold,batch_0007
image (790).JPG,Grape___Esca_(Black_Measles),batch_0007
image (751).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0007
image (68).jpg,Corn___healthy,batch_0007
image (1574).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (269).JPG,Potato___Late_blight,batch_0007
image (125).JPG,Peach___Bacterial_spot,batch_0007
image (123).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0007
image (394).JPG,Tomato___Late_blight,batch_0007
image (678).JPG,Blueberry___healthy,batch_0007
image (1570).JPG,Tomato___Bacterial_spot,batch_0007
image (361).JPG,Squash___Powdery_mildew,batch_0007
image (3032).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (820).JPG,Squash___Powdery_mildew,batch_0007
image (890).JPG,Tomato___Target_Spot,batch_0007
image (615).JPG,Strawberry___Leaf_scorch,batch_0007
image (127).JPG,Tomato___Leaf_Mold,batch_0007
image (421).JPG,Blueberry___healthy,batch_0007
image (5194).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (375).JPG,Tomato___Target_Spot,batch_0007
image (530).JPG,Potato___Early_blight,batch_0007
image (36).JPG,Apple___Apple_scab,batch_0007
image (2318).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (291).JPG,Tomato___Late_blight,batch_0007
image (2504).JPG,Soybean___healthy,batch_0007
image (142).JPG,Corn___Northern_Leaf_Blight,batch_0007
image (3228).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (941).JPG,Grape___Black_rot,batch_0007
image (4562).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (765).JPG,Cherry___Powdery_mildew,batch_0007
image (843).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (258).JPG,Apple___healthy,batch_0007
image (2081).JPG,Peach___Bacterial_spot,batch_0007
image (476).JPG,Grape___Black_rot,batch_0007
image (1349).JPG,Tomato___Late_blight,batch_0007
image (354).JPG,Squash___Powdery_mildew,batch_0007
image (548).JPG,Apple___Black_rot,batch_0007
image (35).JPG,Tomato___healthy,batch_0007
image (821).JPG,Cherry___Powdery_mildew,batch_0007
image (4732).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (3172).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (841).JPG,Tomato___Septoria_leaf_spot,batch_0007
image (3099).JPG,Soybean___healthy,batch_0007
image (686).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0007
image (156).JPG,Cherry___healthy,batch_0007
image (1647).JPG,Soybean___healthy,batch_0007
image (1291).JPG,"Pepper,_bell___healthy",batch_0007
image (4725).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0007
image (874).JPG,Tomato___healthy,batch_0007
image (644).JPG,"Pepper,_bell___Bacterial_spot",batch_0007
image (319).JPG,"Pepper,_bell___healthy",batch_0007
image (1594).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (454).JPG,"Pepper,_bell___Bacterial_spot",batch_0007
image (613).JPG,Potato___Late_blight,batch_0007
image (788).JPG,"Pepper,_bell___healthy",batch_0007
image (235).JPG,Apple___Black_rot,batch_0007
image (2332).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0007
image (114).JPG,Potato___Early_blight,batch_0007
image (1614).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0007
image (410).JPG,Tomato___Leaf_Mold,batch_0007
image (426).jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0007
image (2485).JPG,Soybean___healthy,batch_0007
